,battery_id,formula_charge,id_charge,stability_charge,formula_discharge,id_discharge,stability_discharge,average_voltage,max_delta_volume,working_ion
2016,mp-25751_Li,K8Li3(FeO4)4,mp-763674,0.037414093578630236,K8Li13(FeO4)4,mp-763525,0.055944155975589986,2.584263699999999,0.033873512258032264,Li
2017,mp-1177113_Li,Li2Mg11(WO4)12,mp-764817,0.07397365420093216,Li5Mg11(WO4)12,mp-1177113,0.05024872356907562,2.6884594266666637,0.008902115082344286,Li
2018,mp-770336_Li,Li3Cr3GaO8,mp-771374,0.05764047566665996,Li4Cr3GaO8,mp-770336,0.01604531999999992,3.847811054999999,0.0006480457184230293,Li
2019,mp-764096_Li,Li4V3Cr5O16,mp-778301,0.03865359221726017,Li10V3Cr5O16,mp-764096,0.09628630524509683,1.564455846666661,0.07485776551769319,Li
2020,mp-770041_Li,Li2VCr2O6,mp-850093,0.048594093399630715,Li3VCr2O6,mp-770041,0.0052364452083297755,2.8277495533333386,0.005288533171884824,Li
2021,mp-771618_Li,Li3V3Cr2O10,mp-850150,0.09181708743056304,Li5V3Cr2O10,mp-771618,0.04043376287500067,2.720724890000005,0.011372312275025552,Li
2022,mp-769577_Li,Li2VCr3O8,mp-769577,0.09149123190476338,Li3VCr3O8,mp-769583,0.033994593937490165,3.3968484400000043,0.0038542197529245477,Li
2023,mp-769577_Li,Li2VCr3O8,mp-769577,0.09149123190476338,Li4VCr3O8,mp-769605,0.00541491562499985,3.0945599875000034,0.006117520791358855,Li
2024,mp-1177801_Li,Li2VCr3O8,mp-1177801,0.09308688440476408,Li3VCr3O8,mp-780821,0.04656466560415673,3.230636499999993,0.006246371132732964,Li
2025,mp-1177801_Li,Li2VCr3O8,mp-1177801,0.09308688440476408,Li4VCr3O8,mp-853146,0.0008359468750001043,3.1423613049999988,0.006246371132732964,Li
2026,mp-1177800_Li,Li2VCr3O8,mp-1177800,0.02764828654762219,Li3VCr3O8,mp-764983,0.06409181893748972,2.051588830000005,0.01076817149588538,Li
2027,mp-1177800_Li,Li2VCr3O8,mp-1177800,0.02764828654762219,Li5VCr3O8,mp-764160,0.10292958377450924,1.524353303333333,0.07622189990246175,Li
2028,mp-765717_Li,Li2VCr3O8,mp-772377,0.06115311333333472,Li5VCr3O8,mp-765717,0.08128111289215577,1.8033838300000011,0.09017551567630376,Li
2029,mp-1177207_Li,Li4V5Cr3O16,mp-777002,0.02213853766367535,Li10V5Cr3O16,mp-764037,0.07728245406862566,1.5508878133333326,0.07666020884855372,Li
2030,mp-769617_Li,LiVCrO4,mp-776068,0.055300788988086325,Li2VCrO4,mp-769617,0.0066210277083325044,2.7250870966666745,0.002394793463453615,Li
2031,mp-763906_Li,LiVCrO4,mp-774098,0.008224269940466655,Li2VCrO4,mp-763906,0.011089791875000364,2.359801349999996,0.002073379535901809,Li
2032,mp-763906_Li,LiVCrO4,mp-774098,0.008224269940466655,Li5V2Cr2O8,mp-764149,0.09053336436274596,1.4329592066666665,0.05391940211415425,Li
2033,mp-1176540_Li,VCrO4,mp-763634,0.06588350666667075,LiVCrO4,mp-1176540,0.07058306779760848,2.8930915150000067,0.02078356562335437,Li
2034,mp-775825_Li,Li4V3Cr3O12,mp-850080,0.051367405624996636,Li2VCrO4,mp-775825,0.006912451875000336,2.7872704749999966,0.003374490923699014,Li
2035,mp-771655_Li,LiV2CrO6,mp-849360,0.10052855962499052,Li2V2CrO6,mp-849330,0.060111256638265324,2.98520356333332,0.008647380290273121,Li
2036,mp-771655_Li,LiV2CrO6,mp-849360,0.10052855962499052,Li3V2CrO6,mp-771655,0.020828401875006897,2.8253957833333323,0.008647380290273121,Li
2037,mp-774012_Li,Li2V5Cr2O12,mp-782662,0.09326660531249154,Li3V5Cr2O12,mp-781743,0.0846719424999911,2.4518678450000144,0.0197032390790346,Li
2038,mp-774012_Li,Li2V5Cr2O12,mp-782662,0.09326660531249154,Li4V5Cr2O12,mp-780923,0.05886233543477992,2.2998055375000113,0.0197032390790346,Li
2039,mp-774012_Li,Li2V5Cr2O12,mp-782662,0.09326660531249154,Li5V5Cr2O12,mp-774012,0.056796316458338936,2.076375801666667,0.0197032390790346,Li
2040,mp-1177371_Li,Li2V3CrO8,mp-781740,0.07959418632441384,Li4V3CrO8,mp-1177371,0.007975476249997726,2.82316121,0.002334920159349441,Li
2041,mp-769589_Li,LiV3CrO8,mp-769589,0.08878979304488333,Li2V3CrO8,mp-769590,0.058452372395843,3.076266454999986,0.00984804823705554,Li
2042,mp-769589_Li,LiV3CrO8,mp-769589,0.08878979304488333,Li4V3CrO8,mp-769614,0.0065966537499981825,2.816221546666663,0.00984804823705554,Li
2043,mp-765682_Li,V3CrO8,mp-849352,0.03999551916668232,Li2V3CrO8,mp-849964,0.06800339561012869,2.6300514999999978,0.05752069582469765,Li
